timee,叶片B加料机出口温度[℃],叶片B线润叶回风温度,叶片B线润叶加水流量,空气温度校正变量,B线加料入口蒸汽阀门开度,风选出口水分仪水分实际值,B线加水瞬时流量(流量计),增温湿蒸汽流量,燃烧炉出口工艺气温度实际值,叶片B线TBL注入蒸汽流量实际值,B线润叶前温度仪实际值
2021-03-01 07:16:00.000,20.41087914,19.01981163,0,0,0,0,0,0.285915792,0,0.614111304,17.6504631
2021-03-01 07:17:00.000,20.27198982,18.9816761,0,0,0,0,0,0.057183161,0,0.699465752,17.70833206
2021-03-01 07:18:00.000,21.20370483,19.01504898,0,0,0,0,0,0.62901473,0,0.638616085,17.62152672
2021-03-01 07:19:00.000,21.44097328,13.00929546,0,0,0,0,0,0,0,-82.33609772,17.47685242
2021-03-01 07:20:00.000,21.85763931,NULL,NULL,NULL,0,0,106.4687347,0,0,NULL,17.5057869
2021-03-01 07:21:00.000,22.67361069,17.15703392,324.1249695,0,0,0,96.62446594,0,0,-53.29120255,17.53472328
2021-03-01 07:22:00.000,23.5821743,0,0,0,0,0,30.68940735,0.62901473,0,-23.56588173,17.53472328
2021-03-01 07:23:00.000,24.12615776,18.99791145,0.142583564,0,0,0,30.70343208,0.686197937,0,-0.479441226,17.53472328
2021-03-01 07:24:00.000,24.8321743,18.99991798,2.19E-07,65,0,0,30.88084221,0,0,568.3950195,17.53472328
2021-03-01 07:25:00.000,25.81597328,19.78370094,3.35E-13,65,0,0,0,0,0,580.255188,17.5057869
2021-03-01 07:26:00.000,25.81597328,54.82511139,5.13E-19,65,0,0,0,0,0,556.3999634,17.53472328
2021-03-01 07:27:00.000,27.07176018,82.2930069,0.012389518,0,0,0,0,0.571831584,0,2.923523426,17.53472328
2021-03-01 07:28:00.000,27.58680534,59.13932037,8.26E-07,0,0,0,0,0.400282115,0,1.223942995,17.53472328
2021-03-01 07:29:00.000,27.9745369,49.96048355,1.27E-12,0,0,0,0,0,0,91.56767273,17.56365776
2021-03-01 07:30:00.000,28.4259243,47.61031723,1.94E-18,0,0,0,0,0.285915792,0,1.253357649,17.56365776
2021-03-01 07:31:00.000,28.2754631,47.79842377,0,0,0,0,0,0.800564229,0,369.4321289,17.59259224
2021-03-01 07:32:00.000,28.98147964,44.53184891,1.58E-06,0,0,0,0,0.057183161,0,314.4187317,17.56365776
