timee,叶片B加料机出口温度[℃],叶片B线润叶回风温度,叶片B线润叶加水流量,空气温度校正变量,B线加料入口蒸汽阀门开度,风选出口水分仪水分实际值,B线加水瞬时流量(流量计),增温湿蒸汽流量,燃烧炉出口工艺气温度实际值,叶片B线TBL注入蒸汽流量实际值,B线润叶前温度仪实际值
2021-10-04 09:43:00.000,31.79977036,55.2598877,0.462963045,0,0,-0.976525009,11.67271042,0.343098968,30.60004997,0.611690164,28.26967621
2021-10-04 09:44:00.000,31.27314758,54.30662537,0.462963045,0,0,-0.998137474,11.63309956,0.114366323,30.2000103,0.611690164,28.29861069
2021-10-04 09:45:00.000,31.17477036,53.36259842,8.560185432,50,0,-0.991064012,11.5719099,0.228732646,30.30448914,271.1619263,28.29861069
2021-10-04 09:46:00.000,31.31944466,52.57712936,354.3847046,50,0,-0.978636682,11.65629005,0.114366323,30.22130966,310.177063,28.15393448
2021-10-04 09:47:00.000,30.1504631,52.27982712,362.7544861,42,0,-0.992118776,11.43605995,0.171549484,30.26081085,224.2607727,28.06712914
2021-10-04 09:48:00.000,29.8321743,52.52713013,362.1364441,42,0,-0.978598595,11.42010975,0.228732646,30.20001984,224.7648621,28.09606552
2021-10-04 09:49:00.000,29.07986069,52.92422485,362.855835,42,0,-0.977848709,11.31250954,0.228732646,30.30145073,224.644104,28.18287086
2021-10-04 09:50:00.000,28.4317131,53.37075806,363.6531372,42,0,-0.988059878,-31.01733017,0.285915792,30.52997017,226.3227997,28.29861069
2021-10-04 09:51:00.000,27.89930534,53.87442017,363.4563599,42,0,-0.981197178,96.46497345,0.343098968,30.3001709,226.0158081,28.26967621
2021-10-04 09:52:00.000,27.9629631,54.27347565,363.571991,42,0,-0.98090899,93.3692627,0.285915792,30.3090992,225.2242889,28.29861069
2021-10-04 09:53:00.000,27.26852036,54.55958176,363.058136,42,0,-1.011314988,18.13327026,0.514648438,30.41091919,224.816803,28.21180534
2021-10-04 09:54:00.000,26.95022964,54.77325058,363.0458984,42,0,-1.003728032,17.36202049,0.400282115,30.20686913,224.9321136,28.15393448
2021-10-04 09:55:00.000,27.17013931,55.00683594,362.7780762,42,0,-0.988927126,17.14275932,0,30.24461937,226.2384644,28.29861069
2021-10-04 09:56:00.000,26.85185242,55.26681137,364.1027832,41.24179459,0,-0.98499918,16.11520958,0.057183161,30.30092049,220.9827881,28.24073982
2021-10-04 09:57:00.000,27.1875,55.46101761,362.0166016,40.08773804,0,-0.983273625,17.07092094,0.171549484,30.31144905,213.3501892,28.24073982
2021-10-04 09:58:00.000,27.52314758,55.50856781,362.3268127,40,0,-0.990034223,17.1221199,0.171549484,30.48616028,211.4650421,27.83564949
2021-10-04 09:59:00.000,27.53472328,55.47245026,363.6360474,40,0,-0.97946769,17.0648098,0.571831584,30.37524033,211.2587585,28.24073982
2021-10-04 10:00:00.000,27.06018448,55.39728165,363.8859863,40,0,-0.975882173,17.01172066,0,30.49856949,210.3147278,28.32754517
2021-10-04 10:01:00.000,27.71990776,55.32622528,363.0456238,40,0,-0.975939512,16.90456963,0.343098968,30.36545944,211.9530029,28.29861069
