timee,叶片B加料机出口温度[℃],叶片B线润叶回风温度,叶片B线润叶加水流量,空气温度校正变量,B线加料入口蒸汽阀门开度,风选出口水分仪水分实际值,B线加水瞬时流量(流量计),增温湿蒸汽流量,燃烧炉出口工艺气温度实际值,叶片B线TBL注入蒸汽流量实际值,B线润叶前温度仪实际值
2021-03-01 13:51:00.000,45.45717621,54.93796921,192.2632294,47,31.97689629,-1.121097207,4.439448357,121.9144897,152.3279877,276.1911621,18.80787086
2021-03-01 13:52:00.000,44.89583588,55.04630661,192.2183228,46.88465881,31.96621323,-1.12271452,0,122.7722397,153.1527405,276.2886353,18.63426018
2021-03-01 13:53:00.000,45.625,55.12598038,192.5432281,46.55301285,31.85001373,-1.124277592,0,122.9437943,152.9364624,272.094574,18.95254707
2021-03-01 13:54:00.000,44.65856552,55.17534256,192.256424,46.12364197,31.73104858,-1.126040697,0,124.4305496,151.9337463,266.6031494,19.09722328
2021-03-01 13:55:00.000,45.6481514,55.20720673,192.5330811,45.59435272,31.6027813,-1.11837554,3.559383869,119.9702682,151.1741638,259.2529602,18.98148155
2021-03-01 13:56:00.000,45.16782379,55.20998001,192.0563965,45.03626251,31.5589695,-1.126070499,0,118.1975937,150.1228638,253.9584808,19.12615776
2021-03-01 13:57:00.000,45.98958588,55.13661957,192.3355255,45,31.33904839,-1.129051447,0,120.8852005,148.6444244,254.9358826,18.80787086
2021-03-01 13:58:00.000,45.14467621,55.04732513,193.0563507,45.02039337,31.26512527,-1.120100498,0,120.0846405,149.0276337,254.7766571,18.31597328
2021-03-01 13:59:00.000,45.38772964,54.902668,193.2278748,45.24745178,31.05415344,-1.127201438,0,118.4263229,150.1869507,255.2941284,18.75
2021-03-01 14:00:00.000,45,54.81531906,192.3912811,45.71812057,31.1048317,-1.118453145,3.545827866,121.6857605,151.5788269,263.213623,18.75
2021-03-01 14:01:00.000,45.05786896,54.78523636,192.7827911,46.25317383,30.95171356,-1.085656524,5.561285496,121.4570236,152.8145447,267.4627686,18.34490776
2021-03-01 14:02:00.000,45.01736069,54.76351166,193.6071625,46.87625885,30.87651825,-1.084524632,0,123.8015442,154.2657166,274.4558105,18.34490776
2021-03-01 14:03:00.000,45.71180344,54.91776276,192.1183319,47,30.5431881,-1.092913032,0,114.8809738,154.6803589,276.6416626,18.40277672
2021-03-01 14:04:00.000,45.30670929,55.17899323,193.1680145,46.5261116,30.62036133,-1.094365478,0,122.5435104,155.1339874,271.6228638,18.95254707
2021-03-01 14:05:00.000,45.72916412,55.29232407,192.7342682,45.78090668,30.38303375,-1.088958025,0,116.3105545,154.6088409,262.9093628,18.69212914
2021-03-01 14:06:00.000,44.80324173,55.20778275,192.5589447,45.24492264,30.47344398,-1.082672834,5.136909485,120.9423904,153.1935577,257.7085876,18.31597328
2021-03-01 14:07:00.000,45.42824173,55.19538879,192.7857819,45,30.30394936,-1.076235533,4.723655701,116.5964584,152.3963623,254.699173,18.66319466
2021-03-01 14:08:00.000,44.98842621,55.19018173,191.9347229,45,30.40987206,-1.09365809,3.341086864,121.1711197,150.9244385,253.6184845,18.31597328
2021-03-01 14:09:00.000,45.42245483,55.11546707,192.0166626,45,30.22458458,-1.095715284,0,119.1697083,150.3991241,252.93367,19.18402672
2021-03-01 14:10:00.000,45.19097137,55.06393814,192.5242004,45,30.26321411,-1.105571508,0,120.1990051,151.1293793,253.4478607,18.34490776
2021-03-01 14:11:00.000,45.63079071,54.95851135,192.8623505,45.11738205,30.13676262,-1.11803484,5.188766956,94.18066406,152.6826324,255.2807617,19.09722328
2021-03-01 14:12:00.000,44.95949173,54.85599518,192.3580933,45.43909073,30.15458107,-1.124048591,8.903006554,119.2840729,153.9907532,256.3241272,18.4317131
2021-03-01 14:13:00.000,45.27199173,54.72768784,193.0421906,46.12109375,30.00507927,-1.106608748,9.120918274,94.00911713,154.6938019,266.8182678,18.34490776
2021-03-01 14:14:00.000,45.15625,54.61376953,191.8991699,47,30.00507927,-1.106852651,4.961417675,132.1502838,155.2006683,274.8294067,18.86573982
2021-03-01 14:15:00.000,45.30092621,54.57309341,193.0764465,47,29.85172844,-1.108166456,0,96.12489319,155.0872955,277.3352356,19.12615776
2021-03-01 14:16:00.000,45.59027863,54.62012482,192.242569,47,29.89779091,-1.11567533,0,120.542099,153.834671,275.2600098,19.35763931
2021-03-01 14:17:00.000,45.13888931,54.62897491,191.8782349,47,29.83331299,-1.111236453,5.276034832,108.2477264,152.8368835,281.0976868,18.72106552
2021-03-01 14:18:00.000,44.48495483,54.74675751,192.3612518,47,30.00410461,-0.808422029,8.981451035,89.37728119,151.907135,277.009552,18.92361069
2021-03-01 14:19:00.000,45.04629517,54.92338562,192.2966614,47,29.92844582,-0.794487357,5.938732147,114.7666092,150.5035553,276.9183044,18.86573982
2021-03-01 14:20:00.000,45.26620483,55.2199173,192.4282074,46.43566132,29.94672585,-0.793336213,5.862506866,120.8852005,150.7206573,272.7485962,19.41551018
2021-03-01 14:21:00.000,45.14467621,55.40008163,192.8103485,45.41025925,29.87039185,-0.79764092,5.924897671,116.8823776,151.5226593,261.1685486,18.2870369
2021-03-01 14:22:00.000,45.38772964,55.48564529,191.9853363,45,29.84831429,-0.807219565,6.108679771,98.01193237,157.2552185,255.1117249,19.38657379
2021-03-01 14:23:00.000,45.06944656,55.47693253,192.571228,45,29.81736946,-0.81598109,3.404098749,94.58094788,162.3911591,254.5296021,18.69212914
2021-03-01 14:24:00.000,45.49768448,55.4131012,191.8569031,45,29.69511223,11.10664749,3.18713665,99.38433075,158.2195129,255.2003784,18.63426018
2021-03-01 14:25:00.000,45.28356552,55.2881546,193.0389862,45,29.53971672,12.61965656,3.088914633,93.43728638,161.5061646,253.4113464,18.40277672
2021-03-01 14:26:00.000,44.8205986,55.1625824,192.4551544,45,29.61113358,12.1273613,3.225338459,93.78038025,163.7707367,254.4501343,18.80787086
2021-03-01 14:27:00.000,45.04629517,55.03846359,193.1813202,45.02786636,29.41764641,12.19551182,5.460320473,93.15136719,164.3088226,254.0082397,19.0682869
2021-03-01 14:28:00.000,45.46295929,54.87514877,192.8101044,45.33273697,29.37561798,11.93668461,11.34719753,92.46517181,166.0735016,258.7896423,18.80787086
2021-03-01 14:29:00.000,45.86227036,54.61567688,192.3580933,46.29260635,29.2193222,11.9426918,11.977808,119.1697083,164.0112152,265.8258972,19.41551018
2021-03-01 14:30:00.000,44.95370483,54.43159485,192.9712067,47,29.28749657,12.3489151,9.706217766,90.12065887,164.4922791,277.4615173,19.41551018
2021-03-01 14:31:00.000,45.18518448,54.47580719,193.1028442,47,29.23428154,12.09511089,8.989910126,95.038414,165.1987457,279.4889526,18.98148155
2021-03-01 14:32:00.000,44.87268448,54.68259811,192.8133392,47,29.19073296,12.055583,9.001052856,93.83757019,164.3423309,277.6094666,18.63426018
2021-03-01 14:33:00.000,44.91319656,55.06876373,192.5231018,46.7767067,29.13035011,12.11853027,11.5706234,96.46798706,164.579895,274.8139038,19.15509224
2021-03-01 14:34:00.000,45.04629517,55.40112686,192.7791748,45.75467682,29.20993996,12.08779526,14.8689661,95.26714325,164.8028107,264.0635986,18.75
2021-03-01 14:35:00.000,44.68170929,55.54655457,192.637207,45,29.14129829,12.11339664,14.85083675,93.32291412,164.5028381,254.6770172,18.75
2021-03-01 14:36:00.000,44.83795929,55.4732132,192.8532257,45,29.21492767,12.19111919,12.13611221,92.35080719,164.8997803,255.2846985,19.41551018
2021-03-01 14:37:00.000,45.03472137,55.38796997,192.3395844,45,29.2862339,12.02509022,11.93673325,93.2085495,164.9002533,255.8137512,18.83680534
2021-03-01 14:38:00.000,44.98263931,55.33132553,192.7923431,45,29.20565987,12.10361576,12.01463032,93.60883331,164.6989899,253.8959198,19.35763931
2021-03-01 14:39:00.000,44.81481552,55.23076248,192.7384796,45,29.32167244,12.1177702,12.08098888,92.12207031,164.7001495,256.8139648,19.24189758
2021-03-01 14:40:00.000,44.94791412,55.01536179,192.8074799,45.07059479,29.15719032,11.97108364,12.06942844,98.35503387,165.2059631,254.4899902,18.57638931
2021-03-01 14:41:00.000,44.56597137,54.77394867,192.5770721,45.67687988,29.31728935,11.94961834,12.19272518,92.865448,164.3371429,262.1865234,19.24189758
2021-03-01 14:42:00.000,44.85532379,54.63461304,192.5966034,46.635746,29.22784805,11.99194527,32.62378693,94.58094788,164.8555145,270.4907532,18.83680534
2021-03-01 14:43:00.000,44.87268448,54.62266922,191.9823914,47,29.33658028,11.89356232,32.3586998,0.400282115,165.1742249,278.6217957,18.72106552
2021-03-01 14:44:00.000,45.52083588,54.75867462,192.4056549,47,0,12.02390766,32.2129364,0.057183161,164.0260315,276.5892639,19.41551018
2021-03-01 14:45:00.000,43.88888931,54.95616913,192.2046051,47,0,12.15439034,32.00746536,0,164.6989899,276.625061,18.89467621
2021-03-01 14:46:00.000,42.26852036,55.10105133,192.2740631,46.69685364,0,11.90645409,31.92943573,0.114366323,165.8875122,274.6011963,19.41551018
2021-03-01 14:47:00.000,39.43287277,55.14682388,192.7415924,46.31583023,0,11.83987427,31.904953,0.400282115,163.8324738,271.8679504,19.18402672
2021-03-01 14:48:00.000,38.55324173,55.20751953,192.4465179,45.7890358,0,12.1427536,31.60255051,0,164.0331421,262.559845,20.10995293
2021-03-01 14:49:00.000,37.1932869,55.25548172,193.1231995,45.08356476,0,11.99671936,31.45668221,0.171549484,164.4016571,255.5789795,18.98148155
2021-03-01 14:50:00.000,36.41782379,55.07796097,192.2316284,45.02065659,0,12.09322739,31.3565979,0,163.7038727,253.6021423,19.03935242
2021-03-01 14:51:00.000,35.70602036,54.89045715,192.1868134,45.3194313,0,12.00741863,31.21777534,0.171549484,164.5560608,256.0389404,19.12615776
2021-03-01 14:52:00.000,34.59490967,54.80519485,192.327301,45.82331848,0,11.87158012,31.06670761,0.743381083,164.3005829,262.9404297,18.92361069
2021-03-01 14:53:00.000,34.28819275,54.78271866,192.8123932,46.36839294,0,12.01453781,31.13143539,0.400282115,163.9013214,269.8504028,18.4317131
2021-03-01 14:54:00.000,33.10763931,54.71938705,192.0759735,47,0,11.97611523,30.93680191,0,164.7445374,277.0912476,18.95254707
2021-03-01 14:55:00.000,33.57638931,54.72534943,193.0897827,47,0,11.92850304,30.86723137,0.171549484,164.2001495,276.7997437,18.72106552
2021-03-01 14:56:00.000,32.87037277,54.69350815,193.2210388,47,0,12.02049828,30.79606056,0,164.0059052,278.3312378,18.98148155
2021-03-01 14:57:00.000,32.59837723,54.80106735,191.7664948,47,0,11.98953056,30.56274605,0.285915792,164.5993805,277.5091553,19.41551018
2021-03-01 14:58:00.000,31.76504517,54.9910202,191.7365875,47,0,11.82299995,30.70918083,0,164.1009521,277.3604431,18.86573982
2021-03-01 14:59:00.000,31.5682869,55.28255463,192.9864655,46.25905991,0,12.12910175,30.47955704,0,164.1976318,270.7384033,19.27083206
2021-03-01 15:00:00.000,31.70138931,55.58687973,192.5367737,45,0,11.95896339,30.5883522,0.057183161,164.5025177,256.2952271,19.41551018
2021-03-01 15:01:00.000,30.74652672,55.87216949,0.921474397,45,0,11.95909691,30.6150341,0,164.6131897,253.6898346,19.41551018
2021-03-01 15:02:00.000,30.84490776,56.83560562,0.231482953,45,0,11.98680401,30.52455711,0.400282115,163.6302643,173.1946716,19.41551018
2021-03-01 15:03:00.000,30.9259243,57.94720078,0.231481522,45,0,12.16379929,30.4931488,0.457465291,164.1604614,174.0469971,19.41551018
2021-03-01 15:04:00.000,30.81018448,59.08679962,0.231481522,45,0,12.00993347,30.57021713,0,164.3857269,173.2366028,19.41551018
2021-03-01 15:05:00.000,31.0821743,60.0212822,0.231481522,0,0,12.0984478,30.34496307,0.114366323,163.789505,153.0216064,19.41551018
2021-03-01 15:06:00.000,30.57870483,61.38338852,0.231481522,0,0,11.98700428,30.51140213,0.514648438,164.4052277,0.800617456,19.44444466
2021-03-01 15:07:00.000,31.01852036,61.66839218,0.231481522,0,0,11.8258543,30.3811245,0.228732646,164.6919861,0.694443464,19.47337914
2021-03-01 15:08:00.000,30.6134243,61.07949829,0.231481522,0,0,11.94577312,30.48558807,0,163.7808533,0.68636632,19.56018448
2021-03-01 15:09:00.000,31.22106552,60.10372543,0.231481522,0,0,12.13893318,30.5005455,0.400282115,163.89888,0.617826819,19.58912086
2021-03-01 15:10:00.000,31.00694466,59.65847015,0.231481522,0,0,12.06198502,30.61315155,0.514648438,164.5993805,0.612058282,19.50231552
2021-03-01 15:11:00.000,30.86805534,59.2616806,0.231481522,0,0,11.81264591,30.68924332,0.62901473,163.624527,0.611690164,19.61805534
2021-03-01 15:12:00.000,31.48727036,58.87072372,0.231481522,0,0,11.99247646,30.67242813,0.228732646,164.0487823,0.611690164,19.56018448
2021-03-01 15:13:00.000,30.78125,58.46059418,0.231481522,0,0,11.88702869,30.80192184,0.343098968,164.4001617,0.641715884,19.64698982
2021-03-01 15:14:00.000,30.95486069,57.41094971,0.231481522,0,0,12.1310215,30.62255478,0,163.5911865,0.611734152,19.70486069
2021-03-01 15:15:00.000,31.1053257,56.17657471,0.231481522,0,0,12.0641346,30.46386528,0,164.4904175,0.670230627,19.87847328
2021-03-01 15:16:00.000,30.6134243,55.38230515,0.231481522,0,0,12.01832867,30.51073456,0.171549484,164.2871857,0.625225186,19.58912086
2021-03-01 15:17:00.000,29.62962914,54.71954346,0.231481522,0,0,12.03598595,30.6866703,0.343098968,164.0785217,312.5872803,19.73379707
2021-03-01 15:18:00.000,28.94676018,54.22315598,0.231481522,0,0,11.83635426,30.97563744,0.914930582,164.6990204,309.3731689,19.58912086
2021-03-01 15:19:00.000,28.40277672,54.50007629,0.231481522,0,0,11.99587727,30.84342575,0.514648438,163.6021271,259.3640137,19.58912086
2021-03-01 15:20:00.000,27.40740776,55.58790588,0.231481522,0,0,11.97816277,30.83794022,0.400282115,163.801178,193.4833679,19.56018448
2021-03-01 15:21:00.000,27.15856552,57.0290947,0.231481522,0,0,11.91668415,30.80822563,0.057183161,164.388443,154.95755,18.89467621
2021-03-01 15:22:00.000,27.08333206,58.46693039,0.231481522,55,0,11.89756298,30.84248543,0.114366323,164.0798035,127.9778595,18.98148155
2021-03-01 15:23:00.000,26.22106552,59.93795776,226.8495026,55,0,12.01274776,30.9719677,0.057183161,163.7060699,393.1251221,19.35763931
2021-03-01 15:24:00.000,26.44676018,61.22262573,244.874054,49.25801468,0,11.97227001,30.78435707,0.457465291,164.2538147,311.0698853,19.15509224
2021-03-01 15:25:00.000,25.85069466,61.29343796,246.5054016,50,0,11.99057579,30.83107376,0,163.8471527,275.1542358,19.41551018
2021-03-01 15:26:00.000,25.9317131,61.1349678,246.6122284,48.91891861,0,12.11913776,30.83820915,0,163.9526825,303.4473877,18.75
2021-03-01 15:27:00.000,25.65972328,61.16416168,245.7982788,51,0,11.97529602,30.76218414,0.62901473,164.2043304,310.5631714,18.98148155
2021-03-01 15:28:00.000,25.65972328,61.18590164,246.0613251,51,0,11.92858124,30.69298172,0.457465291,164.0321808,325.519928,18.66319466
2021-03-01 15:29:00.000,25.3067131,61.22293091,246.4094696,51,0,11.99715328,30.90862656,0.228732646,164.1862183,309.2752686,19.03935242
2021-03-01 15:30:00.000,25.75231552,61.31572342,246.1642303,51,0,11.94952011,30.79794693,0,164.2962952,328.0576172,18.72106552
2021-03-01 15:31:00.000,25.17361069,61.35654831,246.6548767,48.44974136,0,11.99040222,30.65164757,0.343098968,164.2010498,299.5963745,19.03935242
2021-03-01 15:32:00.000,25.4629631,61.12929916,245.9775238,49,0,11.92481709,30.71654701,0,164.1989899,295.5737915,18.72106552
2021-03-01 15:33:00.000,25.24884224,60.79585648,246.6156006,50,30,12.00157738,30.81309128,0.571831584,163.8475342,312.8645325,18.54745293
2021-03-01 15:34:00.000,26.53935242,60.59501266,245.9937439,51,30,11.98649025,18.65185928,0.400282115,164.2966461,327.2200317,18.60532379
2021-03-01 15:35:00.000,31.4120369,60.57748795,245.8186951,51,30,11.90535545,13.8441906,107.733078,164.4997711,326.335022,19.38657379
2021-03-01 15:36:00.000,35.9317131,60.73180008,244.9764709,51,30,11.88116169,0,106.5894165,163.4020844,328.3270264,18.63426018
2021-03-01 15:37:00.000,39.13194275,60.8755188,246.2664795,49.23530197,30,12.09332943,0,112.0218124,163.5121918,308.4577026,18.95254707
2021-03-01 15:38:00.000,40.16782379,60.72873306,245.9827728,50,30,11.94299603,-6.665176868,114.1375885,164.4001617,314.3807983,18.63426018
2021-03-01 15:39:00.000,42.12963104,60.47148895,245.7060699,50,29.9843502,12.03901196,8.515453339,114.3663177,163.2676239,312.2359009,19.38657379
2021-03-01 15:40:00.000,42.32638931,60.24980545,246.1886292,50,30,11.96332169,13.13620472,113.3942032,163.999939,314.3468018,18.77893448
2021-03-01 15:41:00.000,43.70949173,60.12703705,247.0001221,50,29.93899345,11.89126682,13.11779213,111.0496979,163.8940887,311.3499756,19.35763931
2021-03-01 15:42:00.000,44.12615967,60.07674408,245.519043,50,30,12.09917355,13.17774963,111.7358932,163.9851532,312.551178,18.57638931
2021-03-01 15:43:00.000,44.49652863,59.94824219,246.0735474,50.13323593,29.95940971,12.02638531,10.09652328,113.4513931,163.5998077,316.3388672,18.69212914
2021-03-01 15:44:00.000,44.8205986,59.80059814,245.2824707,50.61507034,30,12.02586842,8.904653549,114.1947632,164.2676697,321.8624573,18.48958206
2021-03-01 15:45:00.000,44.95949173,59.71356964,246.9061737,51,29.86416054,11.91248608,4.734968185,112.0789871,163.5116272,325.1889954,18.86573982
2021-03-01 15:46:00.000,45.42245483,59.85227585,246.12323,51,30,11.89485359,0,114.9381485,164.0753784,325.9448853,19.03935242
2021-03-01 15:47:00.000,44.98842621,59.9789505,246.2534485,51,29.73645592,11.95760536,0,114.4806824,163.9416351,328.189209,18.86573982
2021-03-01 15:48:00.000,44.63541412,59.92561722,245.289093,51,29.72883797,11.96018314,-9.974405289,112.1361771,163.8053284,327.0886841,18.51851845
2021-03-01 15:49:00.000,45.57870483,59.82393265,245.7167969,51,29.79285812,11.96229362,10.85181236,111.6787186,163.9013062,326.2283936,19.0682869
2021-03-01 15:50:00.000,44.79745483,59.71702957,245.6671753,51,29.88740921,11.96212006,16.95023346,117.9688644,164.0087433,325.4685669,18.75
2021-03-01 15:51:00.000,44.89583588,59.61915588,247.1085205,52,29.67153931,12.00664139,17.23714828,115.4528046,163.6490784,340.1985779,19.01041794
2021-03-01 15:52:00.000,45.47454071,59.68413162,245.5392456,52,29.57287598,12.03853798,11.31184101,115.3384323,163.7510071,342.4660339,18.66319466
2021-03-01 15:53:00.000,45.46875,59.84983063,245.8934021,52,29.35078812,11.90149212,6.743450642,117.7401276,163.7166901,341.5788269,19.67592621
2021-03-01 15:54:00.000,45.68865967,60.05233765,245.484726,51.84350586,29.24587059,12.00283527,6.600329876,110.5350418,163.1994171,338.878418,19.15509224
2021-03-01 15:55:00.000,45.71759033,60.26670074,245.4186554,51.11801147,28.95314026,11.90216541,4.120922565,119.6271744,164.299469,328.916748,19.03935242
2021-03-01 15:56:00.000,46.2268486,60.394207,245.5084534,51,28.70598984,11.84453964,3.803671122,117.8544998,163.9965363,326.2049255,19.56018448
2021-03-01 15:57:00.000,45.52661896,60.38578033,246.334671,51,28.64309502,11.95947456,3.683887482,114.8237839,163.2722168,326.4105225,19.64698982
2021-03-01 15:58:00.000,45.94329071,60.26484299,246.5305939,51,28.28702927,11.95715332,3.501185894,118.8837891,164.0993805,327.7915955,18.80787086
2021-03-01 15:59:00.000,45.51504517,60.11026764,246.1216736,51.00269318,28.23391151,11.8830986,3.651527405,116.768013,163.6468506,326.0036011,19.2129631
2021-03-01 16:00:00.000,46.00694656,59.96092606,246.0459747,51.12737656,27.83563995,12.00895691,3.657527208,120.8280182,163.5822601,328.6229858,20.83333206
2021-03-01 16:01:00.000,45.46875,59.94773865,246.2904968,51.31439972,27.64375877,11.93640423,6.53372097,110.4206772,163.7193451,332.4515381,19.70486069
2021-03-01 16:02:00.000,46.06481552,60.04079819,245.7344208,51.21276855,27.40581703,12.03592491,11.05864239,111.7358932,163.0584412,332.5108643,19.15509224
2021-03-01 16:03:00.000,45.27199173,60.14639282,246.230545,51,27.36825943,11.92116261,12.59145546,108.7623672,167.8900146,325.9352722,19.67592621
2021-03-01 16:04:00.000,46.1169014,60.23593903,246.503479,51,27.00169945,8.812353134,12.68727207,110.3635025,172.2033539,327.8444824,19.44444466
2021-03-01 16:05:00.000,45.23147964,60.21730804,246.3793945,51,27.00283241,-0.310463488,12.65554905,111.6787186,171.531601,325.6547852,19.64698982
2021-03-01 16:06:00.000,45.82175827,60.21612549,245.186676,51,26.75696754,-0.694855094,12.57973576,106.9325104,169.4133453,327.7478027,19.15509224
2021-03-01 16:07:00.000,45.03472137,60.18981171,246.74263,51,26.75345421,-0.678439379,12.45672131,111.5071564,167.3991394,328.6286621,19.70486069
2021-03-01 16:08:00.000,45.39930344,60.03025055,246.3681946,51.05628967,26.48858833,-0.712307096,12.63209534,102.9296799,165.4566956,325.5777283,19.32870293
2021-03-01 16:09:00.000,45.36458588,59.88749313,246.5831757,51.33320618,26.57342911,-0.73534894,14.09998131,104.8167267,163.8400269,330.5033264,19.70486069
2021-03-01 16:10:00.000,45.02893448,59.84686279,245.9281769,51.71188354,26.41370392,-0.747321784,15.60265827,91.14995575,162.3963165,334.528595,19.0682869
2021-03-01 16:11:00.000,44.94213104,59.86925125,245.4582825,52,26.45798874,-0.742034018,15.58224678,97.26855469,160.9729614,340.3472595,19.70486069
2021-03-01 19:11:00.000,45.37615967,68.00728607,287.2582397,56,27.49226379,-0.724147975,24.26647186,0,158.0600128,406.3595276,19.76273155
2021-03-01 19:12:00.000,44.88425827,67.99401093,288.4544983,56,27.41603851,-0.746005535,23.92506218,0,158.9998779,406.286499,19.79166794
2021-03-01 19:13:00.000,45.36458588,68.10496521,287.6246643,56,27.47188187,-0.744336784,27.08274078,0.228732646,160.3782196,406.7609558,19.9942131
2021-03-01 19:14:00.000,44.79166412,68.12497711,286.9714355,56,27.3065052,-0.74995029,29.80831909,0,160.9955139,406.1271973,19.96527672
2021-03-01 19:15:00.000,45.35879517,68.05670166,287.8648682,56,27.34175301,-0.729167104,32.79750061,0.514648438,161.5998077,406.7210693,19.64698982
2021-03-01 19:16:00.000,45.20833588,68.05392456,287.7261963,56,27.24441147,-0.746397793,33.13215256,0.514648438,161.5001984,405.4784851,21.46990776
2021-03-01 19:17:00.000,45,68.05552673,287.9849548,56,27.25349617,-0.726952195,38.95769119,0.285915792,160.3031769,406.1895447,19.96527672
2021-03-01 19:18:00.000,45.19097137,68.1125412,288.3625793,56,27.13306618,-0.665246487,39.56504822,0.171549484,159.3428497,407.4624329,19.93634224
2021-03-01 19:19:00.000,45.2893486,68.22839355,288.1821899,56,27.17347336,-0.291532218,39.17425919,0.914930582,158.3050232,403.2555542,20.08101845
2021-03-01 19:20:00.000,45.01157379,68.2247467,288.2702637,56,27.14332771,-0.763547242,39.28369522,0,157.3011169,405.8016968,20.48611069
2021-03-01 19:21:00.000,44.75115967,68.12353516,288.0280151,56,27.15275955,-0.759830415,36.38048553,0,156.8308258,405.8100586,20.3125
2021-03-01 19:22:00.000,45.4919014,67.94947815,287.6213379,56,26.99327469,-0.758404016,33.43121338,0.285915792,158.1278381,404.8883057,20.45717621
2021-03-01 19:23:00.000,44.89004517,68.11480713,288.0574646,56,27.01272964,-0.73761332,31.05415726,0,159.0486755,404.4339294,19.38657379
2021-03-01 19:24:00.000,45.82175827,68.34304047,288.0959473,56,26.87605858,-0.766241908,27.12744713,0,159.8539124,407.4697571,20.05208206
