timee,叶片B加料机出口温度[℃],叶片B线润叶回风温度,叶片B线润叶加水流量,空气温度校正变量,B线加料入口蒸汽阀门开度,风选出口水分仪水分实际值,B线加水瞬时流量(流量计),增温湿蒸汽流量,燃烧炉出口工艺气温度实际值,叶片B线TBL注入蒸汽流量实际值,B线润叶前温度仪实际值
2021-02-01 13:57:00.000,25.86805534,55.30801392,137.5572052,46,0,-0.831505835,43.86108398,0.057183161,156.0203247,264.2030029,17.21643448
2021-02-01 13:58:00.000,26.20948982,55.25435638,137.4799042,46,0,-0.831505835,43.92263794,0.343098968,154.854599,263.5724487,17.59259224
2021-02-01 13:59:00.000,25.3009243,55.33646393,137.3689423,46,29,-0.831468999,43.9294548,0.285915792,155.2949982,264.7424927,17.07176018
2021-02-01 14:00:00.000,25.90856552,55.47321701,137.0576477,46,29,-0.831502855,13.81056881,0.914930582,156.4910583,264.5011292,17.30323982
2021-02-01 14:01:00.000,28.1134243,55.48197556,134.4221344,46,29,-0.831502855,18.22253609,0,157.6418304,263.9230042,17.5057869
2021-02-01 14:02:00.000,33.23495483,55.33961105,137.8347626,46,29,-0.831502855,8.462493896,0.457465291,158.5996094,265.0527039,17.12962914
2021-02-01 14:03:00.000,35.97222137,55.18991852,137.6853638,46,29,-0.829603672,3.252620935,0,159.1997528,264.4132385,16.98495293
2021-02-01 14:04:00.000,39.0567131,54.98828888,137.7388306,46.08934784,28.92835236,-0.936447918,3.970082045,0,159.9981689,264.3701782,17.39004707
2021-02-01 14:05:00.000,40.53240967,54.7569809,137.7093048,46.71252823,29,-0.918715894,9.648020744,0.228732646,160.0366364,272.0929565,17.53472328
2021-02-01 14:06:00.000,41.57986069,54.51019287,137.7316589,47,29,-0.913858235,15.72746944,0,159.202301,277.7749329,17.30323982
2021-02-01 14:07:00.000,42.73147964,54.42490005,137.6218567,47,29,-0.892646253,21.55494499,0,158.2039795,276.7439575,17.04282379
2021-02-01 14:08:00.000,42.72569656,54.39654541,137.2993469,47,28.99233055,-0.894281209,21.85578156,0.114366323,157.1994171,276.0856323,17.12962914
2021-02-01 14:09:00.000,44.0393486,54.41189957,137.3267212,47,28.98353767,-0.880238354,21.66962433,19.38508987,156.4004059,276.2741394,18.08448982
2021-02-01 14:10:00.000,43.35069656,54.38106155,137.576355,47,29,-0.889154375,21.60187149,101.0426407,155.3158264,275.4519653,17.56365776
2021-02-01 14:11:00.000,44.43865967,54.34526062,137.4751587,47,28.96261406,-0.90996027,21.80278206,100.0705261,154.1994171,276.9986877,18.08448982
2021-02-01 14:12:00.000,43.89467621,54.33485794,137.6817322,47,29,-0.907668293,21.76506996,104.2448959,154.0121307,276.0955811,17.41898155
2021-02-01 14:13:00.000,44.67592621,54.32144547,138.20047,47,29,-0.905955732,21.81954384,88.46234894,154.8166046,275.9649353,17.76620293
2021-02-01 14:14:00.000,44.07986069,54.40140152,137.7554016,47,29,-0.88839066,19.05484009,92.57953644,155.7761078,275.8439331,17.15856552
2021-02-01 14:15:00.000,44.87268448,54.36699295,137.4238586,47,29,-0.881307542,15.88619232,92.69390106,157.1829834,276.5656738,17.56365776
2021-02-01 14:16:00.000,44.12615967,54.29946899,137.3905487,47,29,-0.890839338,15.79238892,96.01052094,157.90271,276.1170349,17.15856552
2021-02-01 14:17:00.000,44.8205986,54.22869492,137.7219238,47,28.98293495,-0.910416901,18.60876465,92.35080719,158.0998077,274.8070984,16.95601845
2021-02-01 14:18:00.000,44.21295929,54.21788025,137.4750061,47,29,-0.919759512,21.90774536,92.52235413,157.6750031,275.0539856,17.56365776
2021-02-01 14:19:00.000,44.61805344,54.22496796,137.9595947,48,29,-0.922874212,21.84535408,92.52235413,156.5465698,285.9788208,17.01388931
2021-02-01 14:20:00.000,45.1330986,54.25367355,136.786087,48,29,-0.909513712,21.77087212,92.35080719,155.8377838,285.8910828,17.91087914
2021-02-01 14:21:00.000,45.06944656,54.24661255,138.0866089,48,28.9882412,-0.905453265,21.7856636,91.95052338,154.80896,288.7698364,17.41898155
2021-02-01 14:22:00.000,45.06365967,54.31594467,137.464035,48,28.98730087,-0.897037268,21.94434547,92.57953644,154.3726654,286.8661499,18.25810242
2021-02-01 14:23:00.000,44.57754517,54.53971863,137.2649689,48,29,-0.892119586,21.89185333,92.75108337,155.681839,286.8884583,17.73726845
2021-02-01 14:24:00.000,45.21990967,54.74845505,137.02388,48,29,-0.905617118,21.94206619,92.63671875,157.3527679,286.9090881,16.92708206
2021-02-01 14:25:00.000,44.74536896,54.84612656,137.4753418,48,29,-0.906413019,21.81626892,91.43586731,160.9924469,286.9473877,17.04282379
2021-02-01 14:26:00.000,45.54977036,54.7743454,137.7939758,48,28.9113903,8.073792458,21.69961739,91.7217865,157.2185669,289.1574097,17.53472328
2021-02-01 14:27:00.000,44.56597137,54.73275757,137.0552826,48,29,12.17591381,21.85309601,90.40657806,161.0894623,288.4335632,17.53472328
2021-02-01 14:28:00.000,45.36458588,54.66737366,137.512207,48,28.86162949,11.60943794,21.91059303,87.14713287,163.5035553,286.9242554,17.73726845
